Word,Log_Freq_HAL,I_Mean_RT
abyss,8.347,651.44
acacia,5.361,1013.5
academic,9.777,716.906
academically,6.586,868.613
academicianship,0.0,1150.455
academics,7.505,682.516
academies,6.874,794.958
academy,9.397,630.97
Acadia,5.72,959.615
Acapulco,5.193,927.84
accede,5.004,967.25
acceded,4.127,880.111
accelerando,1.946,1069.4
accelerate,7.77,710.853
accelerated,8.122,741.562
accelerating,6.944,832.613
acceleration,8.344,712.156
accelerations,5.13,828.486
accelerator,8.547,838.229
accelerators,7.29,791.893
accelerometer,4.248,1130.867
accelerometers,4.143,1029.231
accent,8.559,674.97
accented,7.075,642.733
accenting,3.989,819.323
accents,7.493,641.219
accentual,0.0,865.0
accentuate,5.081,765.433
accentuated,5.263,938.724
accentuates,4.043,995.727
accept,10.808,556.394
acceptable,9.703,661.061
acceptance,9.08,660.75
accepted,10.431,597.788
accepting,8.942,630.545
accepts,8.431,735.667
access,12.057,677.788
accesses,7.77,749.387
accessible,9.283,709.219
accessions,3.871,919.407
accessories,8.655,704.879
accessors,5.153,912.174
accessory,7.202,687.364
accident,9.319,621.781
accidental,7.76,691.0
accidentally,8.397,704.6
accidents,8.334,632.735
acclaim,6.79,828.188
acclaimed,6.956,694.967
acclaims,1.946,801.133
acclamation,3.258,816.0
acclimate,4.575,863.125
acclimatized,2.833,1205.625
accolade,6.555,960.353
accolades,5.425,899.056
accommodate,7.805,726.147
accommodated,5.707,705.588
accommodates,4.913,756.625
accommodating,6.103,760.448
accommodation,7.604,864.829
accommodations,7.268,770.882
accompanied,8.399,787.094
accompanies,6.582,803.448
accompaniment,6.567,728.364
accompaniments,3.584,1015.391
accompanist,5.05,817.179
accompanists,4.29,886.083
accompany,7.668,725.844
accompanying,8.003,899.419
accomplice,5.638,784.333
accomplices,5.394,940.516
accomplish,8.961,773.121
accomplished,8.851,726.788
accomplishes,6.384,862.138
accomplishing,6.557,708.625
accomplishment,7.171,803.062
accomplishments,7.596,776.333
accord,8.167,683.71
accordance,8.488,767.242
accorded,6.333,763.742
according,11.078,707.182
accordingly,8.539,736.576
accordion,6.38,930.2
accords,6.881,680.441
accost,3.434,806.808
accosted,5.124,796.65
accosting,3.178,838.542
account,11.018,619.382
accountability,7.298,821.206
accountable,7.757,729.333
accountant,7.331,817.188
accountants,7.317,742.857
accounted,7.315,664.829
accounting,9.665,632.088
accounts,9.799,644.917
accredit,3.555,839.708
accreditation,6.33,975.0
accredited,6.956,773.906
accrue,6.415,704.895
accrued,5.438,851.083
accrues,4.143,917.333
accruing,5.043,897.143
acculturated,3.178,1061.474
acculturation,3.555,1047.947
accumulate,7.238,734.088
accumulated,7.667,748.265
accumulates,5.517,749.781
accumulating,6.315,776.412
accumulation,7.095,859.879
accuracy,9.262,615.97
accurate,9.975,728.242
accurately,8.593,807.219
accurst,1.386,914.9
accusation,7.685,819.062
accusations,8.154,763.733
accusative,4.635,1071.368
accuse,8.242,626.364
accused,9.115,661.969
accuses,6.696,758.7
accusing,7.739,743.545
accusingly,3.664,809.742
accustom,4.317,751.48
accustomed,7.433,735.719
ace,8.849,579.029
acerbic,4.331,829.889
aces,7.516,768.935
acetate,6.304,856.654
acetone,6.047,793.042
acetylene,4.407,1084.0
ache,6.741,631.655
ached,5.69,797.036
aches,6.038,683.774
achieve,9.651,702.818
achieved,9.025,700.094
achievement,8.275,746.676
achievements,7.643,700.364
achieves,6.636,757.226
achieving,8.065,657.167
Achilles,6.534,751.192
aching,7.002,799.6
acid,9.519,615.688
acidic,6.696,753.846
acidity,5.545,738.667
acids,7.752,636.75
acknowledge,8.822,771.375
acknowledged,8.278,810.853
acknowledgement,7.508,735.759
acknowledges,6.973,951.515
acknowledging,7.103,857.812
acknowledgment,6.854,850.667
acknowledgments,6.014,917.357
acme,6.815,772.0
acne,6.284,627.938
acolyte,6.096,731.182
acorn,9.024,721.963
acorns,5.883,735.067
acoustic,8.594,793.438
acoustical,5.598,855.69
acoustically,5.056,988.346
acoustics,7.123,789.033
acquaint,5.118,858.733
acquaintance,7.151,807.452
acquainted,6.93,796.606
acquiesce,4.682,881.842
acquiesced,4.71,934.5
acquiescence,4.511,927.75
acquiescent,2.944,714.0
acquire,8.784,673.939
acquired,8.762,710.0
acquires,6.131,748.424
acquiring,7.577,731.742
acquisition,8.518,785.594
acquisitions,7.001,779.121
acquisitive,3.689,908.643
acquisitiveness,1.386,1216.812
acquit,4.605,832.44
acquittal,5.517,905.538
acquitted,6.41,802.061
acre,7.349,723.0
acreage,5.442,1018.0
acres,8.276,679.03
acrid,4.71,762.294
acrimonious,4.727,1115.455
acrimony,4.489,784.5
acrobat,7.803,755.879
acrobatic,5.118,832.781
acrobatics,5.994,958.933
acrobats,4.19,715.182
acronym,7.584,831.333
Acropolis,4.691,905.0
across,11.04,589.471
acrylic,6.738,782.812
act,11.187,635.182
acted,8.496,652.758
acting,9.681,584.812
action,11.261,564.125
actions,10.3,643.75
activate,8.157,657.353
activated,8.085,752.125
activating,6.485,700.471
activation,7.559,806.543
active,10.479,632.743
actively,8.868,703.781
activism,7.351,653.091
activist,8.168,697.688
activities,10.397,713.267
activity,10.184,714.839
actor,9.256,539.97
actors,8.889,647.871
actor's,5.894,588.294
actress,8.516,687.529
actresses,7.416,860.758
acts,9.874,590.343
actual,10.619,623.324
actualities,3.638,833.857
actuality,6.856,829.0
actually,12.188,647.273
actuary,3.892,711.667
acuity,5.429,862.467
acupuncture,6.263,853.2
acute,7.794,649.529
acutely,5.805,818.933
acuteness,2.944,874.469
ad,10.675,740.939
Ada,9.644,882.824
adage,6.221,769.846
Adam,9.885,602.121
adamant,6.436,823.0
adamantly,5.796,836.0
Adam's,6.612,611.765
adapt,8.128,660.364
adaptability,5.434,893.607
adaptable,6.687,899.621
adaptation,7.601,804.5
adaptations,6.234,825.938
adapted,8.039,684.818
adapter,9.621,813.588
adapters,8.445,811.636
adapting,6.592,754.364
Ada's,5.112,926.579
add,11.643,657.545
added,11.036,644.0
addendum,7.2,936.312
adder,5.861,732.0
addict,7.543,600.903
addicted,7.745,661.727
addiction,8.142,628.286
addicts,7.554,722.969
adding,10.089,648.364
addition,10.757,601.69
additional,10.933,678.939
additionally,8.803,820.394
additions,9.135,718.515
additive,6.806,711.355
additives,7.143,782.394
addle,1.946,1107.125
address,12.308,582.303
addressed,9.404,673.314
addressee,5.438,944.864
addressees,4.605,763.759
addresses,10.472,757.774
addressing,8.874,689.758
adds,9.382,632.206
adduce,4.466,748.667
Adele,5.357,881.286
adept,7.47,759.208
adequacy,6.009,780.643
adequate,9.009,674.688
adequately,7.963,698.24
adhere,7.566,720.667
adhered,5.958,781.909
adherence,6.806,880.56
adherent,4.963,823.792
adherents,6.54,912.074
adheres,5.572,822.821
adhesion,5.932,912.417
adhesive,6.844,787.212
adhesives,5.075,766.379
adieu,4.956,900.136
adios,6.203,746.421
adipose,4.82,887.357
adirondack,5.864,981.1
adirondacks,4.779,917.214
adjacent,8.101,748.121
adjectival,3.664,1051.0
adjective,6.952,671.355
adjectives,6.426,749.844
adjoin,2.303,907.905
adjoined,2.89,754.276
adjoining,6.441,809.742
adjoins,3.497,891.852
adjourn,5.118,733.667
adjourned,5.398,890.548
adjourning,1.946,820.214
adjournment,4.644,977.607
adjourns,2.398,863.0
adjudge,2.398,784.6
adjudged,4.159,878.273
adjudging,0.693,1019.429
adjudicate,4.762,1062.19
adjudication,5.389,975.562
adjunct,6.615,758.2
adjuncts,4.7,791.69
adjure,2.303,817.095
adjust,9.056,656.0
adjustable,7.846,725.273
adjusted,8.414,687.235
adjusting,7.758,721.333
adjustment,8.45,652.414
adjustments,7.883,788.226
adjusts,6.375,748.886
Adlai,5.124,1131.5
administer,7.747,832.742
administered,8.02,772.188
administering,7.188,850.846
administers,5.953,852.545
administration,10.298,954.273
administration's,6.822,1056.077
administrative,9.157,1009.933
administratively,4.564,1010.448
administrator,10.059,883.529
administrators,8.863,824.067
admirable,6.9,807.969
admirably,6.033,710.065
admiral,8.501,705.938
admirals,5.521,779.226
admiralty,5.529,936.35
admiration,7.231,857.828
admire,8.058,621.029
admired,7.219,699.212
admirer,6.033,891.613
admirers,5.897,744.636
admires,5.521,594.839
admiring,6.433,659.226
admiringly,3.526,840.567
admissible,5.903,895.966
admission,8.7,694.706
admissions,7.464,685.875
admit,10.211,574.647
admits,7.892,636.774
admittance,5.796,743.273
admitted,9.039,774.394
admittedly,8.337,934.231
admitting,7.731,698.917
admixed,0.0,1052.2
admonish,4.942,780.591
admonished,5.541,947.923
admonishing,4.127,895.2
admonishments,3.664,923.143
admonition,5.697,904.15
admonitions,4.533,869.421
ado,6.495,829.235
adobe,8.847,770.233
adolescence,6.669,695.062
adolescent,7.328,780.129
adolescents,6.771,703.441
adolescent's,0.693,774.353
Adolf,7.188,815.645
Adonis,6.207,779.412
adopt,8.649,614.412
adopted,9.153,649.758
adopting,7.509,630.333
adoption,9.065,687.848
adopts,6.114,696.471
adorable,6.841,787.061
adoration,6.068,801.2
adore,6.965,737.545
adored,5.875,677.688
adores,5.375,722.258
adorn,4.796,732.6
adorned,5.557,729.444
adornment,5.485,965.5
adorns,3.892,792.037
adrenal,5.838,867.222
adrenalin,5.775,858.96
Adrian,8.581,838.778
Adriatic,5.687,900.889
adrift,5.468,835.321
adroit,3.761,884.778
adroitness,1.099,885.818
ads,10.191,675.4
adsorbed,4.511,728.133
adsorbs,2.565,847.6
adulation,5.198,942.421
adult,10.136,546.303
adulterant,1.609,955.059
adulterate,2.944,1083.391
adulterated,4.174,914.069
adulterer,4.489,969.72
adulterers,5.056,923.704
adulteress,4.007,854.654
adulterous,4.977,933.2
adultery,7.113,586.697
adulthood,6.773,639.697
adults,9.371,561.531
advance,11.278,626.656
advanced,10.506,637.324
advancement,8.32,633.771
advancements,5.984,907.242
advances,8.437,671.412
advancing,7.641,733.031
advantage,10.419,662.938
advantageous,6.941,993.679
advantageously,3.555,1083.643
advantages,9.2,778.152
advent,7.589,681.879
adventitious,2.89,954.222
adventure,9.462,631.226
adventurers,7.063,870.613
adventures,9.161,761.152
adventuring,5.412,824.5
adventurous,6.974,916.207
adverb,5.004,679.618
adverbial,4.477,911.375
adverbs,5.215,761.206
adversaries,6.026,852.533
adversary,6.6,790.032
adverse,8.039,642.941
adversely,6.806,816.581
adversity,5.771,752.375
advert,6.805,768.562
advertise,8.94,667.424
advertised,8.731,723.029
advertisement,8.488,798.939
advertisements,8.275,839.677
advertiser,7.047,931.839
advertisers,7.82,872.636
advertises,6.732,936.156
advertising,9.987,850.212
advice,10.703,599.588
advisability,4.078,1059.643
advisable,7.091,850.2
advise,9.112,726.862
advised,8.622,685.743
advisedly,3.401,838.414
advisement,4.369,832.741
adviser,6.931,666.2
advisers,6.006,750.182
advises,6.755,760.233
advising,6.902,632.242
advisor,8.42,635.647
advisors,7.196,667.273
advisory,8.36,647.259
advocacy,8.249,708.862
advocate,8.891,621.812
advocated,7.368,724.467
advocates,8.639,641.091
advocating,8.036,785.229
Aegean,7.366,1022.235
aerate,4.883,954.714
aerated,4.174,1144.167
aerates,2.996,910.0
aeration,5.318,1068.222
aerator,4.06,913.909
aerial,7.952,828.333
aerials,4.143,799.826
aerobatic,5.22,817.16
aerobic,7.226,721.061
aerodynamic,6.221,1020.769
aeronaut,0.0,1022.158
aeronautical,6.323,948.217
aeronautics,6.568,984.692
aeroplane,5.384,842.478
aerosol,6.043,812.97
aerosolized,3.584,1195.308
aerosols,5.613,783.731
aerospace,8.177,883.6
Aeschylus,4.382,1319.444
aesthetic,7.362,898.812
aesthetics,6.861,803.414
afar,6.1,755.963
affable,4.394,779.111
affair,8.574,636.606
affairs,9.427,668.727
affect,9.836,663.258
affectation,4.625,890.304
affected,9.421,748.387
affecting,8.256,747.357
affectingly,0.0,927.654
affection,7.555,695.9
affectionate,7.066,926.033
affectionately,5.553,971.485
affections,5.771,790.219
affects,8.705,656.667
afferent,4.344,1104.615
affianced,2.833,884.25
affidavit,6.611,925.938
affidavits,5.903,953.083
affiliate,7.81,813.344
affiliated,8.42,794.806
affiliates,7.492,870.3
affiliation,8.012,855.355
affiliations,6.954,753.5
affinities,4.5,814.278
affinity,7.134,799.889
affirm,6.509,687.812
affirmation,6.766,759.406
affirmations,6.122,767.903
affirmative,8.747,769.688
affirmatively,4.787,897.719
affirmed,6.78,759.129
affirming,5.826,743.516
affirms,5.823,773.727
affix,5.187,781.103
affixed,5.638,687.344
afflict,4.787,693.545
afflicted,6.594,781.241
affliction,5.971,731.625
afflictions,5.017,817.966
affluence,5.236,747.654
affluent,6.474,747.935
afford,9.833,694.576
afforded,6.733,797.857
affording,4.949,781.455
affords,5.979,704.643
affricate,1.609,815.667
affront,5.829,756.444
affronted,3.611,853.353
affronting,1.386,890.684
Afghan,7.242,813.185
Afghanistan,7.479,967.893
Afghans,5.613,1036.304
aficionado,5.03,776.167
afield,5.69,1011.231
afire,5.094,819.333
aflame,4.394,923.217
afloat,6.028,883.92
afoot,6.075,786.304
aforementioned,7.997,1128.688
aforesaid,5.198,964.375
aforethought,4.127,1106.188
afoul,5.338,863.333
afraid,10.056,599.594
Africa,9.749,683.909
African,9.348,635.156
Africans,7.356,715.636
afro,5.68,825.786
aft,6.839,717.1
after,12.934,658.057
afterbirth,4.043,806.394
aftercare,4.71,1027.484
aftereffect,3.584,1446.6
afterglow,5.193,774.133
afterlife,6.592,784.909
aftermath,6.951,664.667
afternoon,9.262,658.034
afternoons,6.709,742.853
afternoon's,4.443,762.727
aftershave,3.85,766.375
aftertaste,4.97,921.655
afterthought,6.023,716.531
afterward,7.503,755.647
afterwards,8.919,699.968
again,12.428,577.235
against,12.059,634.152
Agamemnon,5.136,1044.944
Agamemnon's,2.773,1079.786
agape,5.497,861.294
agar,6.69,820.333
Agatha,5.438,908.105
age,11.11,530.912
aged,8.142,644.455
ageless,5.176,688.062
agencies,9.511,659.594
agency,10.038,641.968
agenda,9.193,739.03
agent,10.002,626.667
agents,9.601,631.706
agent's,6.791,646.097
ages,9.762,679.6
Aggie,6.254,801.75
Aggies,5.71,819.25
agglomerate,2.485,1076.667
agglomeration,4.127,891.222
agglutinating,3.219,1207.0
agglutination,1.609,1273.0
aggrandize,3.296,1023.429
aggravate,5.771,821.08
aggravated,6.676,751.6
aggravates,3.951,925.875
aggravation,5.866,839.897
aggregate,7.143,790.185
aggregation,5.756,851.8
aggregations,4.344,915.5
aggression,8.01,711.0
aggressions,4.522,821.909
aggressive,8.838,675.206
aggressively,7.162,674.594
aggressiveness,5.916,812.75
aggressor,6.452,732.839
aggrieve,0.0,837.455
aggrieved,5.063,926.65
aghast,5.375,693.593
agile,6.447,661.967
agilely,1.609,1091.714
agility,7.113,765.038
aging,7.992,668.121
agitate,5.198,746.067
agitated,6.26,852.484
agitating,4.804,809.63
agitation,6.692,934.5
agitator,5.366,838.958
agitators,4.357,988.048
agleam,0.0,1375.0
aglow,3.989,709.0
Agnes,6.444,827.704
agnostic,6.929,800.786
agnostics,5.549,970.25
ago,11.662,697.8
agonies,4.727,824.103
agonize,4.357,756.903
agonized,4.97,792.571
agonizes,3.258,857.667
agonizing,6.138,720.781
agony,7.716,657.879
agoraphobia,3.367,1114.476
agrarian,5.984,1054.786
agree,11.546,589.844
agreeable,6.486,767.118
agreeableness,1.386,989.04
agreeably,3.951,819.314
agreed,9.994,664.03
agreeing,7.728,665.25
agreement,10.066,668.3
agreements,8.501,773.121
agrees,8.62,686.5
agricultural,8.527,970.207
agriculturalist,2.197,995.517
agriculturally,3.664,1103.172
agriculture,8.606,784.265
agriculture's,3.258,873.3
agriculturist,0.0,1085.769
Agrippa,4.554,916.3
agronomy,5.182,1144.4
aground,5.024,915.533
ah,10.016,829.481
ahead,10.161,722.971
ahem,7.589,792.625
ahoy,5.257,931.5
aid,9.829,580.121
aide,7.362,707.207
aided,7.407,671.706
aides,6.509,815.0
aiding,6.635,796.321
aids,10.001,616.909
ail,5.451,711.85
ailing,5.656,725.8
ailment,5.659,841.621
ailments,6.354,720.0
aim,8.975,646.219
aimed,8.875,669.655
aiming,7.569,678.0
aimless,4.997,616.909
aimlessly,5.517,858.333
aims,7.948,635.226
ain't,9.952,673.276
air,11.304,589.8
airbase,4.868,766.818
airbed,0.0,717.633
airbladder,0.0,947.435
airborne,7.663,716.719
airbrake,3.091,777.844
airbus,6.354,778.367
aircraft,9.754,647.303
aircraft's,4.942,798.545
aircrew,4.836,833.25
aircushion,0.0,1006.667
airdrop,3.219,832.606
airdrops,3.332,888.414
aired,8.035,781.781
airfield,6.211,842.7
airfields,5.303,781.0
airflow,6.033,827.161
airforce,5.93,701.188
airframe,6.087,868.433
airily,2.773,877.579
airless,6.04,651.844
airlift,5.278,767.156
airline,8.544,698.0
airliner,5.832,686.355
airlines,8.743,611.727
airlock,6.328,686.515
airmail,6.617,672.29
airman's,3.401,939.0
airmen,5.333,702.621
airpark,4.407,886.368
airplane,8.457,673.774
airplanes,7.438,675.818
airport,9.381,619.844
airports,7.431,700.697
airs,7.376,734.613
airshaft,1.099,818.645
airship,6.105,663.516
airsick,2.89,780.552
airspace,6.612,684.364
airspeed,6.399,810.0
airstrip,5.153,954.069
airstrips,3.85,900.968
airtight,5.903,834.333
airway,5.545,640.829
airways,6.817,731.375
airy,5.892,727.792
aisle,7.236,709.618
ajar,5.004,720.103
akin,7.798,853.474
Akron,8.048,767.25
Al,11.167,686.258
Alabama,8.565,696.355
Alabamans,1.792,904.438
alabaster,7.441,805.952
Alamo,7.33,750.719
Alamogordo,4.454,671.25
Alan,10.41,673.645
alarm,8.63,612.176
alarmed,6.851,573.375
alarming,6.964,724.576
alarmingly,4.836,893.767
alarmist,5.13,794.929
alarms,7.29,572.656
alas,8.379,733.0
Alaska,8.74,537.303
albacore,3.989,894.357
Albania,7.467,763.0
Albanian,7.938,811.323
Albanians,7.5,938.515
Albany,8.097,742.406
albatross,6.282,818.15
albeit,8.283,782.0
Albert,9.264,620.594
albino,6.757,818.792
album,10.592,580.5
albumin,6.987,708.0
albums,9.39,705.0
alchemist,6.263,862.667
alchemy,6.974,851.3
alcohol,9.562,668.844
alcoholic,7.509,670.121
alcoholics,6.901,867.758
alcoholism,6.93,759.118
alcohols,4.934,766.903
alcove,5.576,807.947
alcoves,4.06,817.353
alderman,5.17,939.474
aldermen,2.398,892.15
ale,8.501,698.6
alehouse,2.197,1136.615
alert,9.103,582.75
alerted,6.457,724.844
alerting,5.805,685.375
alertly,2.565,773.292
alertness,5.38,756.219
alerts,7.0,678.312
Alex,9.828,586.206
Alexander,9.656,698.576
Alexander's,6.047,823.588
Alexandria,8.516,719.676
Alexei,6.838,1035.846
Alexis,7.289,704.121
Alex's,6.34,651.471
alfalfa,6.105,934.542
Alfonso,6.586,788.962
Alfred,8.162,728.424
alfredo,6.713,811.333
Alfred's,3.638,727.242
alga,4.19,873.625
algae,7.73,726.815
algaecide,1.099,1504.0
algebra,7.834,697.387
algebraic,6.842,813.0
algebraically,4.277,975.333
Algeria,7.132,846.69
Algerian,6.215,804.531
Algerians,4.431,823.269
algorithm,9.301,932.857
alias,10.02,813.355
alibi,5.808,731.889
alibis,4.143,921.667
Alice,8.65,646.636
Alicia,7.002,763.034
alien,9.962,565.212
alienable,1.386,815.103
alienate,6.337,815.121
alienated,6.454,795.355
alienates,4.533,802.2
alienation,6.136,784.061
aliens,9.374,702.939
alight,4.718,815.533
align,7.281,673.963
aligned,7.478,715.345
aligning,5.814,869.724
alignment,8.327,697.562
alignments,6.14,785.0
alike,8.63,646.065
aliment,2.079,886.619
alimony,5.74,856.516
alive,9.903,603.161
alkali,4.673,878.643
alkaline,6.629,793.871
alkalis,1.792,1046.0
all,14.346,592.333
Allah,8.991,779.444
Allan,8.504,798.1
allay,4.956,745.357
allegation,6.919,762.107
allegations,8.325,826.156
allege,6.246,795.0
alleged,8.96,712.735
allegedly,8.392,875.276
allegiance,7.203,789.697
allegiances,4.159,873.032
alleging,6.165,799.931
allegoric,1.386,915.842
allegorical,5.468,951.333
allegory,6.225,734.556
allegretto,3.258,888.625
allegro,6.492,708.667
Alleluia,4.19,1131.5
Allen,9.597,699.686
Allen's,5.835,655.567
allergen,4.745,868.923
allergic,7.583,643.333
allergies,7.518,673.031
allergy,7.925,739.857
alleviate,7.251,788.484
alleviating,5.328,834.963
alleviation,4.554,820.926
alley,8.01,644.333
alleys,5.472,690.71
alleyway,4.477,764.276
alleyways,4.143,862.8
alliance,9.2,700.935
alliances,7.235,720.968
alliance's,4.7,807.303
allied,8.129,684.875
allies,8.514,655.909
alligator,6.583,637.97
alligatored,0.0,1061.231
Allison,8.053,765.647
Allison's,5.05,662.25
alliterate,2.303,926.476
alliteration,4.691,893.889
alliterative,4.234,1108.667
allocable,0.0,1144.211
allocate,8.108,694.067
allocated,9.794,697.1
allocation,8.347,781.733
allocations,6.551,844.344
allopathic,4.779,955.375
allopathy,4.007,890.5
allot,6.172,837.333
alloted,5.153,781.938
allotment,5.793,815.619
allotments,4.06,923.111
allotted,6.157,711.967
allotting,5.088,743.429
allow,11.251,591.382
allowable,6.844,792.75
allowance,7.278,666.727
allowances,6.397,666.031
allowed,10.704,643.844
allowing,9.723,723.853
allows,10.674,637.871
alloy,7.282,698.433
alloys,6.677,677.0
allspice,4.673,831.368
alluded,6.551,772.333
alludes,5.565,765.407
alluding,5.727,842.143
allure,5.509,689.935
allurement,0.0,879.261
alluring,5.165,707.067
allusion,6.011,639.667
allusions,5.935,760.87
allusive,2.398,747.138
allusiveness,0.0,970.04
ally,7.958,737.121
almanac,7.225,733.741
Almighty,7.562,726.867
almond,6.469,714.935
almonds,6.114,652.516
almost,11.623,605.938
alms,4.898,709.812
aloe,5.717,685.533
aloes,2.398,1082.182
aloft,5.642,719.581
alone,10.84,571.5
aloneness,3.091,728.393
along,11.436,592.333
alongside,7.768,764.6
aloof,5.908,702.154
aloofness,4.431,813.783
aloud,7.147,664.531
Alp,6.24,799.519
alpha,10.504,671.618
alphabet,7.961,659.147
alphabetic,6.668,821.914
alphabetical,7.466,828.364
alphabetized,5.247,784.529
Alpine,7.894,739.903
Alps,6.691,708.324
already,11.893,568.424
alright,8.705,597.871
Al's,6.847,697.5
also,13.571,570.781
altar,8.133,592.657
altarpiece,1.386,1046.273
alter,8.977,587.516
alteration,7.814,757.633
alterations,7.013,812.094
altercate,0.0,1056.15
altercation,4.99,957.115
altered,8.551,684.147
altering,7.512,709.581
alterman,3.689,901.828
alternate,9.274,744.188
alternated,5.247,904.516
alternately,7.439,796.0
alternating,7.179,782.312
alternation,4.875,799.4
alternative,10.34,685.667
alternatively,8.554,781.441
alternatives,9.063,770.0
alternator,6.772,856.833
alters,6.891,726.774
although,11.608,767.759
altitude,8.224,823.25
alto,8.671,759.208
altogether,8.597,773.167
altruism,6.295,857.435
altruist,3.912,815.87
altruistically,2.89,1192.043
alum,6.227,724.733
aluminium,6.886,755.303
aluminum,8.761,815.6
alumnae,3.871,930.636
alumni,7.852,725.129
alveolar,3.807,1228.6
alveoli,2.639,942.111
alveolus,0.0,892.857
always,12.21,594.7
am,13.213,747.31
amalgamate,3.258,830.778
amalgamated,4.828,919.364
amalgamation,4.635,1032.412
amass,5.606,885.4
amassing,4.585,896.938
amateur,9.452,697.788
amateurish,5.328,1047.714
amateurishness,1.609,1215.333
amateurs,7.559,669.677
amatory,0.693,888.143
amaze,6.688,596.324
amazed,8.608,630.906
amazement,7.059,624.219
amazing,10.13,679.139
amazingly,7.907,639.676
Amazon,7.3,653.529
Amazonian,4.454,895.607
Amazons,5.996,652.636
ambassador,8.537,790.367
ambassadors,6.86,783.433
ambassador's,5.069,828.688
amber,7.883,613.0
ambiance,5.375,891.654
ambidextrous,5.124,993.036
ambience,6.011,746.967
ambient,7.937,836.0
ambiguities,5.855,950.893
ambiguity,7.154,804.241
ambiguous,7.839,837.971
ambition,7.137,698.032
ambitions,6.724,798.062
ambitious,7.497,765.188
ambitiously,2.197,807.933
