collect;V;Past;Part	collected	no	780.1591170019065
enable;V;Past;Part	enabled	no	795.0971344715804
use;V;Fin;3	uses	no	773.3188562432331
witness;V;Past;Part	witnessed	no	780.2059902443455
contribute;V;Past;Part	contributed	no	788.7062103128387
analyze;V;Past;Part	analyzed	no	786.9961451231703
argue;V;Fin;3	argues	no	798.6837456775105
involve;V;Inf	involve	no	779.3267128689394
outweigh;V;Inf	outweigh	no	797.4601924179841
take;V;Inf	take	no	739.4925383893773
define;V;Ind;Past	defined	no	788.5461947610644
determine;V;Inf	determine	no	777.5051216886404
affect;V;Inf	affect	no	775.5235149565673
stimulate;V;Ger	stimulating	no	786.3900256088739
discourage;V;Ger	discouraging	no	793.8186263760911
require;V;Fin;3	requires	no	776.5725057959763
reduce;V;Fin;3	reduces	no	798.0452997891182
exist;V;Ger	existing	no	787.7994555194512
guarantee;V;Fin;3	guarantees	no	786.9331086936835
believe;V;Inf	believe	no	747.2621824033052
take;V;Past;Part	taken	no	757.8345230513399
achieve;V;Ger	achieving	no	794.5201086939701
guarantee;V;Inf	guarantee	no	770.7440605465017
incorporate;V;Inf	incorporate	no	794.1596696228019
promote;V;Inf	promote	no	782.0049529627772
promote;V;Ger	promoting	no	788.2374778884495
protect;V;Inf	protect	no	762.6042795491768
ensure;V;Inf	ensure	no	781.1854793794485
impose;V;Ger	imposing	no	792.1845281655478
penalize;V;Ger	penalizing	no	820.0547115922506
establish;V;Fin;3	establishes	no	802.6114001301514
adopt;V;Past;Part	adopted	no	777.4727953145447
implement;V;Past;Part	implemented	no	801.0451873052094
win;V;Fin;3	wins	no	771.6427337463653
adopt;V;Fin;3	adopts	no	802.6114001301514
develop;V;Inf	develop	no	776.5579589276332
implement;V;Ger	implementing	no	796.18006800379
reflect;V;Past;Part	reflected	no	788.7870262480782
increase;V;Past;Part	increased	no	782.554501322406
consolidate;V;Past;Part	consolidated	no	705.2152676168851
extract;V;Fin;3	extracts	no	803.8915245443454
oppose;V;Inf	oppose	no	786.9961451231703
result;V;Fin;3	results	no	770.5290901587647
devolve;V;Ger	devolving	no	820.0547115922506
occur;V;Inf	occur	no	778.3569216460651
restrict;V;Ger	restricting	no	801.5300829166465
create;V;Ger	creating	no	778.0498210921548
reflect;V;Inf	reflect	no	782.3880204958126
happen;V;Fin;3	happens	no	757.9088737117604
respect;V;Past;Part	respected	no	779.2006400099657
exhibit;V;Fin;3	exhibits	no	790.6457927585873
present;V;Fin;3	presents	no	771.7494107808815
respect;V;Inf	respect	no	762.486288283727
reduce;V;Past;Part	reduced	no	781.3244827880604
result;V;Inf	result	no	771.5021140190486
act;V;Fin;3	acts	no	774.73151879122
discuss;V;Past;Part	discussed	no	775.9033498521931
follow;V;Ger	following	no	765.6849830005075
attract;V;Inf	attract	no	780.2302350249173
originate;V;Ind;Past	originated	no	790.3338432485627
reflect;V;Fin;3	reflects	no	789.3834478501459
require;V;Inf	require	no	775.8516276536398
limit;V;Inf	limit	no	774.4292671934242
occur;V;Past;Part	occurred	no	773.6970748201541
break;V;Past;Part	broken	no	762.5056841081846
give;V;Ger	giving	no	759.45407439354
enjamb;V;Past;Part	enjambed	no	820.0547115922506
describe;V;Past;Part	described	no	776.9701201973548
exist;V;Inf	exist	no	768.8222576065059
identify;V;Inf	identify	no	772.9066949735114
span;V;Ger	spanning	no	803.2223686005622
enable;V;Ger	enabling	no	798.3572492991428
give;V;Past;Part	given	no	760.4788204523772
develop;V;Past;Part	developed	no	774.6329233502278
identify;V;Fin;3	identifies	no	794.1596696228019
consider;V;Past;Part	considered	no	770.3852377940383
trigger;V;Inf	trigger	no	772.6076760131252
permit;V;Fin;3	permits	no	785.2181945479008
stimulate;V;Inf	stimulate	no	790.1318034104639
complement;V;Fin;3	complements	no	806.395202218066
cover;V;Ger	covering	no	774.7525309343822
structure;V;Past;Part	structured	no	795.0971344715804
follow;V;Past;Part	followed	no	767.6779039635142
omit;V;Past;Part	omitted	no	799.3852279953895
match;V;Inf	match	no	765.0723982113918
suggest;V;Ind;Past	suggested	no	776.0746796349008
occur;V;Fin;3	occurs	no	783.9623149142785
connect;V;Past;Part	connected	no	772.4460441426462
trigger;V;Ger	triggering	no	820.0547115922506
perform;V;Ind;Past	performed	no	778.4684476366956
propose;V;Ger	proposing	no	784.429431019963
give;V;Inf	give	no	742.8754934385038
break;V;Inf	break	no	754.5582450367297
break;V;Ger	breaking	no	766.1731112493542
translate;V;Ind;Past	translated	no	785.995643844905
bound;V;Past;Part	bounded	no	803.8915245443454
head;V;Ger	heading	no	767.8072094598974
include;V;Fin;3	includes	no	780.7555386039742
identify;V;Past;Part	identified	no	776.0876101845392
note;V;Ind;Past	noted	no	781.4101476794143
feel;V;Inf	feel	no	747.2395539414382
pronounce;V;Past;Part	pronounced	no	784.7429968486923
differentiate;V;Inf	differentiate	no	799.7650628910153
call;V;Fin;3	calls	no	761.6635820629887
gather;V;Inf	gather	no	773.1313632734774
propose;V;Past;Part	proposed	no	779.0551713265346
review;V;Fin;3	reviews	no	784.7898700911313
choose;V;Inf	choose	no	765.2695890933763
distinguish;V;Inf	distinguish	no	788.3134448675746
know;V;Past;Part	known	no	758.64429872244
satisfy;V;Inf	satisfy	no	780.3272141472047
know;V;Inf	know	no	731.7212780567446
utilize;V;Inf	utilize	no	793.1785641689941
guide;V;Inf	guide	no	772.2197595239755
enjoy;V;Inf	enjoy	no	761.4534606313659
use;V;Inf	use	no	751.4581457609414
assess;V;Past;Part	assessed	no	797.746280828732
mimic;V;Inf	mimic	no	793.9867235213893
live;V;Inf	live	no	751.4435988925983
pollute;V;Past;Part	polluted	no	792.4544533892479
inflate;V;Ger	inflating	no	820.0547115922506
diminish;V;Fin;3	diminishes	no	805.4577373692875
deceive;V;Ger	deceiving	no	788.4686114632344
set;V;Inf	set	no	754.2365976144763
take;V;Ger	taking	no	753.9699050281858
advocate;V;Inf	advocate	no	786.8086521534146
have;V;Past;Part	had	no	740.3411057093923
intend;V;Past;Part	intended	no	775.1275168738937
muddy;V;Ger	muddying	no	820.0547115922506
mislead;V;Ger	misleading	no	793.4905136790186
think;V;Ger	thinking	no	752.8643430341092
speak;V;Fin;3	speaks	no	771.0964180241461
issue;V;Ind;Past	issued	no	780.401564807625
condemn;V;Ger	condemning	no	793.0282465294484
mistake;V;Ind;Past	mistook	no	789.2945503213824
expect;V;Past;Part	expected	no	767.8524663836315
allow;V;Fin;3	allows	no	780.5001602486172
encourage;V;Fin;3	encourages	no	795.5109120600067
introduce;V;Fin;3	introduces	no	795.7274987664487
involve;V;Past;Part	involved	no	762.8402620800762
mimick;V;Ger	mimicking	no	820.0547115922506
review;V;Past;Part	reviewed	no	785.6739964226517
hope;V;Ind;Past	hoped	no	772.864670687187
leverage;V;Inf	leverage	no	785.3668958687415
endow;V;Inf	endow	no	802.6114001301514
uncover;V;Part;Pass	uncovered	no	785.8323956557211
publish;V;Past;Part	published	no	778.5832062647357
diminish;V;Past;Part	diminished	no	790.8607631463244
grow;V;Ger	growing	no	768.589507713016
publish;V;Inf	publish	no	780.9947537722832
appear;V;Inf	appear	no	770.3270503206659
work;V;Inf	work	no	745.5488845762274
appear;V;Fin;3	appears	no	771.0576263752312
pay;V;Inf	pay	no	753.567441670693
engage;V;Past;Part	engaged	no	769.5738458042334
link;V;Ger	linking	no	790.4356713269646
question;V;Ger	questioning	no	776.1554955701404
decide;V;Ind;Past	decided	no	760.9734139760432
add;V;Inf	add	no	767.8944906699561
surround;V;Ger	surrounding	no	783.1121312755587
indicate;V;Fin;3	indicates	no	780.5518824471706
assess;V;Ger	assessing	no	796.6633472965224
expect;V;Inf	expect	no	759.8581540697377
lower;V;Past;Part	lowered	no	788.1631272280291
blame;V;Inf	blame	no	763.8553102266847
discount;V;Inf	discount	no	781.466718834082
note;V;Inf	note	no	764.5099193021248
stem;V;Inf	stem	no	786.7472320426326
game;V;Inf	game	no	754.1654795914656
put;V;Past;Part	put	no	745.2870409460513
track;V;Inf	track	no	764.2286798474912
consider;V;Inf	consider	no	764.6537716668512
credential;V;Ger	credentialing	no	820.0547115922506
credential;V;Inf	credential	no	820.0547115922506
come;V;Inf	come	no	620.3585356153834
inflate;V;Inf	inflate	no	797.1838019194649
increase;V;Ger	increasing	no	784.298509204875
bring;V;Ger	bringing	no	765.7706478918614
attract;V;Ger	attracting	no	791.4313236491155
manipulate;V;Past;Part	manipulated	no	788.1631272280291
attempt;V;Ind;Past	attempted	no	778.1209391151657
boost;V;Inf	boost	no	781.8514026858221
urge;V;Ger	urging	no	791.6737714548341
cite;V;Inf	cite	no	792.7356928438815
try;V;Inf	try	no	749.1645895188437
keep;V;Inf	keep	no	746.439476182567
work;V;Ger	working	no	753.6822002987332
make;V;Past;Part	made	no	748.0186195571472
recur;V;Ger	recurring	no	791.3133323836657
suggest;V;Inf	suggest	no	766.6919495535919
improve;V;Ger	improving	no	786.4482130822463
perceive;V;Inf	perceive	no	789.7471195587237
better;V;Inf	better	no	745.5844435877327
consider;V;Ger	considering	no	771.7494107808815
maintain;V;Ger	maintaining	no	788.0887765676086
acquire;V;Inf	acquire	no	785.5705520255451
focus;V;Fin;3	focuses	no	799.7650628910153
suggest;V;Fin;3	suggests	no	781.1030471255042
do;V;Past;Part	done	no	749.0433656159844
gain;V;Inf	gain	no	774.0591302100271
win;V;Inf	win	no	758.0397955268484
aim;V;Inf	aim	no	773.5015002568744
integrate;V;Fin;3	integrates	no	810.3228566707069
highlight;V;Ger	highlighting	no	802.0505375395891
solve;V;Ger	solving	no	786.8700722641967
combine;V;Fin;3	combines	no	796.6633472965224
collect;V;Fin;3	collects	no	788.3910281654046
participate;V;Ger	participating	no	789.937845165889
measure;V;Fin;3	measures	no	780.7813997032508
consist;V;Ind;Past	consisted	no	796.4176668533942
divide;V;Past;Part	divided	no	781.9435328519952
participate;V;Ind;Past	participated	no	790.0348242881764
monitor;V;Ger	monitoring	no	781.8514026858221
measure;V;Past;Part	measured	no	785.1195991069085
pair;V;Past;Part	paired	no	795.300790628384
obtain;V;Past;Part	obtained	no	786.2186958261661
reveal;V;Fin;3	reveals	no	787.7283374964404
report;V;Ind;Past	reported	no	773.3818926727199
recognize;V;Inf	recognize	no	767.6326470397801
plan;V;Inf	plan	no	757.4837818924004
realize;V;Inf	realize	no	761.776724372324
sustain;V;Inf	sustain	no	785.5188298269918
observe;V;Ind;Past	observed	no	782.8971608878215
emphasize;V;Ger	emphasizing	no	808.7566438457649
conclude;V;Inf	conclude	no	785.995643844905
denote;V;Past;Part	denoted	no	713.4261666372208
make;V;Fin;3	makes	no	753.9505092037284
sound;V;Inf	sound	no	757.5969242017358
speak;V;Past;Part	spoken	no	771.4746366010671
find;V;Inf	find	no	745.2644124841843
suggest;V;Ger	suggesting	no	775.7368690255996
hear;V;Past;Part	heard	no	750.6160437157456
say;V;Ind;Past	said	no	743.2423977844913
show;V;Inf	show	no	748.9964923735455
admit;V;Inf	admit	no	763.806820665541
meet;V;Fin;3	meets	no	776.77616195278
learn;V;Past;Part	learnt	no	820.0547115922506
presume;V;Past;Part	presumed	no	791.0838151275855
calibrate;V;Past;Part	calibrated	no	797.4601924179841
address;V;Inf	address	no	764.6796327661278
observe;V;Inf	observe	no	776.4302697499547
fulfil;V;Fin;3	fulfils	no	820.0547115922506
share;V;Past;Part	shared	no	775.9550720507464
propose;V;Inf	propose	no	774.4389651056529
constrain;V;Past;Part	constrained	no	802.0505375395891
utter;V;Fin;3	utters	no	820.0547115922506
initiate;V;Past;Part	initiated	no	787.1238343008488
signal;V;Fin;3	signals	no	776.6161464010057
leave;V;Fin;3	leaves	no	765.6672034947547
give;V;Fin;3	gives	no	763.203933788654
lead;V;Fin;3	leads	no	771.4956487442294
drive;V;Ger	driving	no	762.2292936096654
compile;V;Ger	compiling	no	799.3852279953895
find;V;Ind;Past	found	no	750.4673423949049
examine;V;Ger	examining	no	787.9416915654728
occur;V;Ger	occurring	no	793.8186263760911
vary;V;Ger	varying	no	794.8999435895959
study;V;Ind;Past	studied	no	775.4136052846416
produce;V;Fin;3	produces	no	785.6222742240984
aim;V;Fin;3	aims	no	791.1985737556256
solve;V;Inf	solve	no	771.6007094600408
mark;V;Inf	mark	no	633.4022275630429
pursue;V;Inf	pursue	no	779.3897492984262
derive;V;Past;Part	derived	no	792.0536063504599
exclude;V;Inf	exclude	no	792.3186826180455
hypothesize;V;Ind;Past	hypothesized	no	810.3228566707069
posit;V;Ind;Past	posited	no	820.0547115922506
support;V;Past;Part	supported	no	783.3351832568198
be;V;Ind;Past	was	no	731.8037103106889
be;V;Inf	be	no	731.6905680013535
seem;V;Inf	seem	no	757.7747192592627
limit;V;Past;Part	limited	no	775.610796166626
serve;V;Fin;3	serves	no	779.5643117185435
need;V;Fin;3	needs	no	756.7952301241597
include;V;Past;Part	included	no	778.3019668101022
need;V;Inf	need	no	742.1513826587577
include;V;Inf	include	no	775.5235149565673
increase;V;Inf	increase	no	777.3758161922573
document;V;Inf	document	no	776.2104504061033
emerge;V;Fin;3	emerges	no	794.7076016637259
result;V;Past;Part	resulted	no	791.1985737556256
need;V;Past;Part	needed	no	760.5256936948161
report;V;Ger	reporting	no	775.2681366012104
impact;V;Inf	impact	no	776.7034276110644
demonstrate;V;Ger	demonstrating	no	791.1985737556256
respond;V;Ind;Past	responded	no	785.41700174859
answer;V;Ind;Past	answered	no	773.3447173425097
attempt;V;Ger	attempting	no	782.6886557749036
please;V;Inf	please	no	743.290887345635
respond;V;Inf	respond	no	773.8716372402714
pick;V;Past;Part	picked	no	762.7012586714642
become;V;Ind;Past	became	no	765.3148460171104
accustom;V;Past;Part	accustomed	no	784.8820002573043
play;V;Ger	playing	no	757.4061985945705
prove;V;Inf	prove	no	762.5913489995385
express;V;Past;Part	expressed	no	784.128795740872
indicate;V;Past;Part	indicated	no	782.724214786409
speak;V;Ger	speaking	no	762.6398385606822
demonstrate;V;Inf	demonstrate	no	781.6121875175131
differ;V;Ger	differing	no	803.2223686005622
bust;V;Past;Part	busted	no	770.4692863666874
develop;V;Ger	developing	no	780.3272141472047
segment;V;Past;Part	segmented	no	820.0547115922506
survive;V;Inf	survive	no	768.5426344705771
depend;V;Fin;3	depends	no	768.9176204100885
seem;V;Fin;3	seems	no	756.5042927572974
contain;V;Inf	contain	no	779.7631189192329
concern;V;Ger	concerning	no	781.2679116333927
emit;V;Ger	emitting	no	801.5300829166465
lead;V;Ger	leading	no	771.1238954421275
group;V;Past;Part	grouped	no	805.4577373692875
depend;V;Ger	depending	no	779.8552490854058
heat;V;Ger	heating	no	785.4671076284385
cool;V;Ger	cooling	no	786.8700722641967
light;V;Ger	lighting	no	779.4770305084849
operate;V;Ger	operating	no	775.3521851738595
consume;V;Inf	consume	no	787.3194088641284
play;V;Fin;3	plays	no	768.6169851309975
consume;V;Fin;3	consumes	no	794.7076016637259
generate;V;Past;Part	generated	no	790.4356713269646
estimate;V;Past;Part	estimated	no	785.2181945479008
improve;V;Fin;3	improves	no	795.5109120600067
end;V;Inf	end	no	753.2635737541924
choose;V;Ger	choosing	no	780.5761272277424
cause;V;Inf	cause	no	752.1854891780972
allow;V;Inf	allow	no	765.8288353652339
decrease;V;Inf	decrease	no	791.1985737556256
contain;V;Ger	containing	no	785.8873504916841
dispose;V;Past;Part	disposed	no	788.5461947610644
release;V;Past;Part	released	no	772.4379625491222
break;V;Fin;3	breaks	no	771.8447735844641
go;V;Fin;3	goes	no	754.6810852582937
emit;V;Fin;3	emits	no	820.0547115922506
interact;V;Fin;3	interacts	no	803.2223686005622
generate;V;Inf	generate	no	786.1621246714984
produce;V;Past;Part	produced	no	780.7813997032508
prolong;V;Past;Part	prolonged	no	791.7982279951029
repeat;V;Past;Part	repeated	no	785.1680886680523
compare;V;Past;Part	compared	no	775.9162804018314
innovate;V;Ger	innovating	no	820.0547115922506
recycle;V;Ger	recycling	no	820.0547115922506
test;V;Ger	testing	no	773.3818926727199
present;V;Past;Part	presented	no	780.1106274407628
describe;V;Inf	describe	no	772.5672680455054
apply;V;Ger	applying	no	783.4095339172402
generate;V;Ger	generating	no	793.4905136790186
involve;V;Fin;3	involves	no	781.1305245434855
introduce;V;Ger	introducing	no	782.724214786409
try;V;Ger	trying	no	749.6009955691371
test;V;Inf	test	no	761.3435509594402
associate;V;Past;Part	associated	no	782.8276591835156
reproduce;V;Inf	reproduce	no	789.2945503213824
apply;V;Inf	apply	no	774.7088903293529
design;V;Ger	designing	no	789.2945503213824
introduce;V;Inf	introduce	no	767.5485984671309
formalize;V;Past;Part	formalized	no	808.7566438457649
orient;V;Past;Part	oriented	no	796.6633472965224
obtain;V;Inf	obtain	no	783.1864819359791
decide;V;Inf	decide	no	764.93339480278
capture;V;Inf	capture	no	775.8774887529164
mutate;V;Past;Part	mutated	no	820.0547115922506
interweave;V;Inf	interweave	no	747.8699182363065
generate;V;Fin;3	generates	no	796.9187256518792
exchange;V;Fin;3	exchanges	no	797.4601924179841
simulate;V;Fin;3	simulates	no	820.0547115922506
check;V;Ger	checking	no	768.0205635289298
introduce;V;Past;Part	introduced	no	775.2212633587715
modify;V;Ger	modifying	no	804.6317985111396
recover;V;Ger	recovering	no	784.6072260774899
simplify;V;Past;Part	simplified	no	802.6114001301514
register;V;Ger	registering	no	792.7356928438815
receive;V;Inf	receive	no	771.6152563283838
draw;V;Past;Part	drawn	no	775.8516276536398
manipulate;V;Ger	manipulating	no	789.8424823623064
carry;V;Inf	carry	no	763.0536161491085
reparcel;V;Ger	reparcelling	no	820.0547115922506
reunify;V;Inf	reunify	no	820.0547115922506
affect;V;Past;Part	affected	no	779.0147633589148
cause;V;Fin;3	causes	no	776.3332906276673
result;V;Ger	resulting	no	789.2072691113237
cover;V;Inf	cover	no	760.5402405631593
test;V;Past;Part	tested	no	775.9162804018314
intend;V;Inf	intend	no	770.3787725192191
extend;V;Inf	extend	no	779.3897492984262
serve;V;Inf	serve	no	766.9279320844914
alter;V;Ger	altering	no	794.7076016637259
support;V;Ger	supporting	no	781.7301787829629
emerge;V;Past;Part	emerged	no	789.6549893925506
hold;V;Fin;3	holds	no	773.7843560302127
write;V;Ger	writing	no	764.2060513856242
continue;V;Inf	continue	no	765.0546187056392
perceive;V;Past;Part	perceived	no	789.6549893925506
underpin;V;Ger	underpinning	no	810.3228566707069
allege;V;Past;Part	alleged	no	782.724214786409
relate;V;Ger	relating	no	791.4313236491155
refer;V;Fin;3	refers	no	787.7283374964404
reproduce;V;Past;Part	reproduced	no	799.7650628910153
undertake;V;Past;Part	undertaken	no	795.9489344290049
speak;V;Inf	speak	no	755.7268434602931
raise;V;Ger	raising	no	775.4491642961469
let;V;Inf	let	no	622.2334653129404
replicate;V;Inf	replicate	no	794.5201086939701
plague;V;Fin;3	plagues	no	820.0547115922506
do;V;Fin;3	does	no	746.8112294846687
think;V;Past;Part	thought	no	745.4583707287591
cause;V;Past;Part	caused	no	769.6223353653771
leave;V;Ger	leaving	no	757.695519642728
begin;V;Fin;3	begins	no	772.7466794217372
consider;V;Fin;3	considers	no	787.4535633166261
inform;V;Past;Part	informed	no	774.7638451653157
label;V;Ind;Past	labeled	no	789.937845165889
code;V;Ger	coding	no	794.5201086939701
draw;V;Inf	draw	no	766.4850607593788
carry;V;Ger	carrying	no	768.9467141467748
start;V;Inf	start	no	751.5357290587714
agree;V;Past;Part	agreed	no	767.3109996175267
seek;V;Inf	seek	no	772.0371155103342
ascertain;V;Inf	ascertain	no	792.5934567978599
deem;V;Past;Part	deemed	no	790.0348242881764
control;V;Fin;3	controls	no	778.0142620806495
accumulate;V;Past;Part	accumulated	no	794.1596696228019
monitor;V;Inf	monitor	no	774.375928676166
become;V;Past;Part	become	no	759.1114148281245
demonstrate;V;Past;Part	demonstrated	no	789.937845165889
scan;V;Past;Part	scanned	no	789.2945503213824
thin;V;Past;Part	thinned	no	803.2223686005622
scan;V;Ger	scanning	no	786.4482130822463
evidence;V;Past;Part	evidenced	no	801.5300829166465
polarize;V;Past;Part	polarized	no	799.3852279953895
accept;V;Past;Part	accepted	no	773.1135837677247
alter;V;Inf	alter	no	781.4376250973958
hamper;V;Inf	hamper	no	789.937845165889
combine;V;Past;Part	combined	no	782.4542895627089
correct;V;Past;Part	corrected	no	785.6222742240984
estimate;V;Inf	estimate	no	781.466718834082
cover;V;Past;Part	covered	no	768.2096728173902
multiply;V;Ger	multiplying	no	795.9489344290049
clarify;V;Past;Part	clarified	no	800.1675262485081
downwell;V;Ger	downwelling	no	820.0547115922506
decouple;V;Inf	decouple	no	820.0547115922506
mean;V;Fin;3	means	no	754.6455262467883
roughen;V;Past;Part	roughened	no	762.1258492125588
induce;V;Fin;3	induces	no	799.7650628910153
hamper;V;Past;Part	hampered	no	805.4577373692875
discard;V;Past;Part	discarded	no	790.9722891369549
achieve;V;Inf	achieve	no	778.4506681309429
infer;V;Past;Part	inferred	no	804.6317985111396
decrease;V;Ind;Past	decreased	no	793.1785641689941
indicate;V;Inf	indicate	no	777.5552275684889
drive;V;Past;Part	driven	no	776.0876101845392
attribute;V;Past;Part	attributed	no	793.3337307646539
show;V;Ind;Past	showed	no	765.3439397537967
define;V;Ger	defining	no	792.4544533892479
modulate;V;Past;Part	modulated	no	812.343255051695
adapt;V;Fin;3	adapts	no	820.0547115922506
become;V;Fin;3	becomes	no	770.1007657019951
analyze;V;Ger	analyzing	no	788.1631272280291
fail;V;Ind;Past	failed	no	768.8707471676496
orient;V;Ger	orienting	no	751.1510452070313
support;V;Inf	support	no	764.8897541977506
inspire;V;Past;Part	inspired	no	778.1564981266711
differ;V;Ind;Past	differed	no	802.6114001301514
live;V;Past;Part	lived	no	763.0390692807654
allow;V;Ind;Past	allowed	no	765.757717342223
exercise;V;Inf	exercise	no	772.2666327664144
house;V;Past;Part	housed	no	793.6521455494976
attach;V;Past;Part	attached	no	774.8753711559464
carry;V;Past;Part	carried	no	771.3776574787796
taper;V;Ger	tapering	no	807.4765194315709
allow;V;Ger	allowing	no	781.2679116333927
adjust;V;Inf	adjust	no	780.3029693666329
adopt;V;Ger	adopting	no	791.1985737556256
resemble;V;Fin;3	resembles	no	791.1985737556256
explain;V;Past;Part	explained	no	775.163075885399
recreate;V;Past;Part	recreated	no	797.4601924179841
mean;V;Inf	mean	no	742.4326221133913
argue;V;Inf	argue	no	771.5085792938677
